LabVIEW Measurement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y_Unit_Label,Watts,Watts,Watts,Watts,Watts,Watts,Watts,Watts,Watts,Watts,Watts,Watts,Deg F,Deg F,Deg F,Deg F,Deg F,Deg F,Deg F,Deg F,Deg F,Deg F,Deg F,Deg F,Deg F,Deg F,Deg F,Deg F,Deg F,Deg F,Deg F,Deg F,Deg F,Deg F,Deg F,Deg F,Deg F,Deg F,Deg F,Deg F,Deg F,Deg F,Deg F,Deg F,
X_Dimension,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,
X0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,
Delta_X,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
***End_of_Header***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X_Value,L1 Power,L2 Power,L1+L2 Power,L1-N Amps,L2-N Amps,N Amps,L1-N Volts,L2-N Volts,L1-L2 Volts,L3 N Amps,L3 Power,L3-N Volts,room ambient,power cord strain relief,power cord at separation,power cord ind conductor,power switch body top,internal wiring by tank,terminal block body,hi limit body,circuit breaker body 40a,circuit break body 4a,inlet valve windings,T12,element end seal,ambient near 24vdc power supply,body of bypass valve windings,body of brew valve windings,lock solenoid windings,ambient near electronic control,spin motor,solid state relay,ptc lead,ptc hi limit,brew basket handle plastic,brew basket handle metal,hot lead at heating element,1_12,1_13,1_14,1_15,1_16,1_17,Temperature,Comment
0,2352.387888,2237.494435,4589.882323,23.881794,23.64785,0,98.501304,94.617246,204.891872,0.003562,0,0,72.260907,71.403422,85.501448,88.817422,85.855896,93.15838,85.08815,94.009879,107.093506,87.502793,78.247016,-100873.7843,152.363654,82.158029,82.80453,81.405827,86.017681,91.215795,76.325051,104.081315,105.493902,113.117911,71.370788,71.389015,137.279618,-100918.0534,-100918.0534,-100918.0534,-100918.0534,-100918.0534,-100918.0534,-100918.0534,
0,2335.626995,2222.02914,4557.656135,23.684214,23.455515,0,98.615348,94.733762,204.953412,0.003931,0,0,73.023121,71.874985,92.847154,95.02691,98.109576,115.543283,92.192699,119.057481,131.395677,102.1402,83.293956,-100853.9179,163.142854,97.927192,99.742135,98.708288,102.389652,112.448185,78.533218,117.597706,114.122916,108.705688,72.383631,72.432455,141.739857,-100924.2314,-100924.2314,-100924.2314,-100924.2314,-100924.2314,-100924.2314,-100924.2314,
0,2336.353565,2220.07403,4556.427594,23.675395,23.445909,0,98.682768,94.689184,204.971481,0.003767,0,0,-100934.0549,72.570165,94.882906,96.986867,103.832382,124.285119,93.861939,124.37645,133.980233,106.610368,84.940732,-100934.0549,167.560859,100.648932,106.077433,106.067081,109.318832,121.299173,79.190685,119.892372,116.661594,107.936849,72.7142,72.933801,148.115015,-100931.6142,-100931.6142,-100931.6142,-100931.6142,-100931.6142,-100931.6142,-100931.6142,
0,2336.350642,2219.902458,4556.253101,23.674896,23.449016,0,98.684729,94.669324,204.968328,0.003775,0,0,74.794707,72.314242,94.728263,96.660406,103.634176,124.839775,93.545627,124.1881,133.994701,106.432273,84.850795,-100875.3542,167.450843,100.365483,106.081194,105.887286,109.264033,121.378607,79.093751,119.88487,116.588342,107.910574,72.765846,72.89529,147.979406,-100926.1578,-100926.1578,-100926.1578,-100926.1578,-100926.1578,-100926.1578,-100926.1578,
0,2336.480817,2220.115444,4556.596261,23.67601,23.448204,0,98.685581,94.681683,204.993046,0.003923,0,0,74.145228,72.031769,94.814345,96.851698,103.918167,125.224907,93.719025,124.357694,134.348325,106.794552,84.858338,-100869.2532,167.442811,100.674945,106.061485,106.500522,109.588571,121.309373,79.292089,120.054341,116.90636,107.927731,72.884199,73.096314,148.446238,-100968.2458,-100968.2458,-100968.2458,-100968.2458,-100968.2458,-100968.2458,-100968.2458,
0,2664.509338,2544.180713,5208.690051,27.043688,26.972722,0.00271,98.526107,94.324209,204.436122,0.003824,0,0,74.125259,72.266709,94.926681,96.919531,103.961523,125.337449,93.970338,124.585846,134.790274,106.858455,84.786824,-100895.7333,167.761245,100.727269,106.411633,106.530223,111.623285,121.775334,79.581518,120.409234,116.883656,108.109798,72.854545,73.203092,148.539979,-100963.7034,-100963.7034,-100963.7034,-100963.7034,-100963.7034,-100963.7034,-100963.7034,
0,2548.211735,2418.618895,4966.83063,25.848445,25.591806,0.000628,98.582788,94.507549,204.715522,0.00389,0,0,74.04886,72.325053,94.974648,97.242455,104.001425,125.122206,93.785481,124.844895,134.819607,106.840948,84.863081,-100888.7089,167.807544,100.865029,106.336806,106.98613,111.875944,121.686723,79.30764,120.292269,116.986967,108.125925,72.878778,73.135956,148.49758,-100955.7623,-100955.7623,-100955.7623,-100955.7623,-100955.7623,-100955.7623,-100955.7623,
0,2524.63088,2396.622312,4921.253192,25.605018,25.354026,0,98.599068,94.526301,204.742285,0.003898,0,0,74.271978,72.24409,95.100149,97.127193,104.027104,126.168445,93.808228,124.946841,134.749103,107.191475,84.831009,-100887.3354,167.748305,100.982093,106.630235,107.324674,112.481316,122.80305,79.241065,120.09774,116.913318,108.091285,72.803013,73.082127,148.392829,-100921.404,-100921.404,-100921.404,-100921.404,-100921.404,-100921.404,-100921.404,
0,2515.779337,2387.673541,4903.452879,25.511694,25.259334,0,98.612791,94.526386,204.760611,0.003767,0,0,74.221167,72.630503,95.168638,97.015769,104.405283,125.578474,93.861076,125.157415,134.555269,107.157251,84.741666,-100887.3294,167.66351,100.742198,106.864134,107.586614,113.348765,122.980627,79.274014,120.123724,117.318961,108.143431,72.639751,73.234784,148.649839,-100930.21,-100930.21,-100930.21,-100930.21,-100930.21,-100930.21,-100930.21,
0,2509.012084,2381.668472,4890.680556,25.445621,25.194965,0,98.602903,94.52954,204.750042,0.003423,0,0,73.949182,72.532608,95.182484,96.892836,104.416194,126.318127,93.822068,125.292858,134.827189,106.890528,84.558666,-100869.3649,167.575879,100.722315,106.746126,108.086626,112.656531,123.869413,79.503414,120.199382,117.878778,108.56001,72.90361,73.355055,148.970585,-100951.0235,-100951.0235,-100951.0235,-100951.0235,-100951.0235,-100951.0235,-100951.0235,
0,2499.971953,2374.666556,4874.638509,25.356854,25.108329,0,98.591567,94.576845,204.749275,0.003718,0,0,73.861026,72.666457,95.137975,97.321342,104.609847,126.897319,93.743179,125.349222,134.98025,107.233565,84.708597,-100877.2268,167.828157,100.826267,107.503508,108.356936,113.109337,122.677996,79.349887,120.452164,118.451967,108.848168,72.9598,73.335582,149.010105,-100946.2704,-100946.2704,-100946.2704,-100946.2704,-100946.2704,-100946.2704,-100946.2704,
0,2499.891772,2375.226544,4875.118316,25.359263,25.108706,0,98.579038,94.597727,204.70393,0.003579,0,0,74.16067,72.625325,95.460974,97.334835,104.863258,127.034149,94.018667,125.658563,134.87317,107.640063,84.94658,-100907.2139,168.068427,101.007483,107.562957,109.527528,113.280319,123.235712,79.455291,120.38508,119.015755,109.423047,72.882407,73.414455,149.044661,-100938.8787,-100938.8787,-100938.8787,-100938.8787,-100938.8787,-100938.8787,-100938.8787,
0,2489.210982,2364.838617,4854.049599,25.252597,24.995697,0,98.572475,94.609831,204.714755,0.00371,0,0,73.896671,72.229667,95.449989,97.375735,104.975569,127.392023,93.763482,125.596488,134.881946,107.396294,84.772751,-100876.9018,167.886515,100.729469,107.777065,109.79946,113.212206,123.658246,79.39848,120.471918,119.817184,109.945124,73.060853,73.259283,149.233536,-100941.7386,-100941.7386,-100941.7386,-100941.7386,-100941.7386,-100941.7386,-100941.7386,
0,2481.479416,2358.652972,4840.132387,25.174075,24.92587,0,98.572816,94.626707,204.716459,0.003833,0,0,73.882031,72.231966,95.440946,97.36028,104.549571,127.493382,93.768147,125.781439,134.711157,107.450978,84.969125,-100874.6682,168.079734,101.126505,107.745494,110.36253,112.745464,123.824119,79.178781,120.506689,120.710065,110.68406,72.693933,73.170293,149.34638,-100920.9882,-100920.9882,-100920.9882,-100920.9882,-100920.9882,-100920.9882,-100920.9882,
0,2480.465624,2357.111922,4837.577546,25.160962,24.91515,0,98.583896,94.605569,204.727114,0.003636,0,0,74.095555,72.323843,95.568259,97.358276,104.411182,127.397304,93.80529,125.954456,134.80381,107.39851,85.164419,-100888.3643,168.243231,101.099289,108.161874,111.14915,113.30926,123.272158,79.409441,120.284448,121.29212,111.128382,72.769204,73.325709,149.39391,-100922.3922,-100922.3922,-100922.3922,-100922.3922,-100922.3922,-100922.3922,-100922.3922,
0,2479.916283,2355.158002,4835.074285,25.149127,24.902529,0,98.608444,94.575055,204.762145,0.003521,0,0,73.954876,72.486598,95.611102,97.73142,104.526986,127.928706,93.983825,126.18016,135.128139,107.45669,85.137658,-100910.2574,168.267997,101.158679,108.42771,112.013939,114.225837,123.315438,79.263237,120.302389,122.219595,111.878245,72.87498,73.312387,149.447818,-100921.4057,-100921.4057,-100921.4057,-100921.4057,-100921.4057,-100921.4057,-100921.4057,
0,2479.368511,2353.846516,4833.215026,25.138661,24.892161,0.000235,98.627707,94.561758,204.79104,0.003841,0,0,73.887782,72.540196,95.724913,97.625144,104.829059,127.89665,94.030861,126.311639,135.202053,107.528462,85.373075,-100920.4921,168.165934,101.685959,108.514493,112.144675,114.407889,124.08892,79.597044,120.207298,122.954506,112.700875,73.078177,73.235682,149.65025,-100938.3048,-100938.3048,-100938.3048,-100938.3048,-100938.3048,-100938.3048,-100938.3048,
0,2478.29451,2353.391492,4831.686003,25.129466,24.883334,0,98.621058,94.577015,204.788056,0.003611,0,0,73.761633,72.25081,95.862894,97.685271,104.694538,128.25337,94.002858,126.283055,134.881594,107.504456,85.297107,-100884.1081,167.864893,101.703006,108.582232,112.833182,115.852846,125.043214,79.671975,120.483887,124.181298,113.724215,73.210729,73.566981,149.991442,-100990.9801,-100990.9801,-100990.9801,-100990.9801,-100990.9801,-100990.9801,-100990.9801,
0,2475.704488,2354.003581,4829.708069,25.118074,24.873106,0,98.562673,94.640515,204.721232,0.003865,0,0,73.773371,72.258844,95.658866,97.950235,104.914381,128.773826,94.038537,126.513766,135.328998,107.605183,85.303797,-100877.9116,167.995346,101.521521,108.915441,113.406965,115.960637,125.038799,79.494594,120.273671,124.628422,114.292417,73.005953,73.470567,150.083284,-100928.2327,-100928.2327,-100928.2327,-100928.2327,-100928.2327,-100928.2327,-100928.2327,
0,2474.145996,2354.62418,4828.770176,25.113468,24.867525,0,98.518692,94.686712,204.67691,0.00371,0,0,73.876903,72.165991,95.759414,98.019993,105.017878,128.929446,93.95203,126.709081,135.799802,107.629681,85.361118,-100892.3651,168.266958,101.781037,109.137128,114.228701,116.341784,125.390123,79.643528,120.159586,125.428718,115.262885,73.053495,73.395761,150.017537,-100918.6595,-100918.6595,-100918.6595,-100918.6595,-100918.6595,-100918.6595,-100918.6595,
0,2482.302776,2365.411286,4847.714062,25.210898,24.964774,0,98.461499,94.749956,204.589545,0.003906,0,0,73.82387,72.128165,95.900611,98.081298,105.291915,129.567607,94.102394,126.689074,136.215248,107.639065,85.2986,-100896.545,168.15969,101.634056,109.367475,114.722031,116.776125,126.265173,79.548573,120.255071,126.447829,116.253821,73.273655,73.615419,150.377191,-100966.1373,-100966.1373,-100966.1373,-100966.1373,-100966.1373,-100966.1373,-100966.1373,
0,2481.360209,2365.762619,4847.122828,25.206169,24.958693,0,98.442577,94.787119,204.570623,0.003726,0,0,73.799221,72.396051,96.173321,97.969751,105.59842,129.816886,94.117456,126.914981,136.567603,107.715898,85.374135,-100897.2761,168.461741,101.832615,109.481447,115.019463,117.402895,126.552736,79.600848,119.981567,126.864576,117.156314,73.168414,73.725897,150.392161,-100956.1588,-100956.1588,-100956.1588,-100956.1588,-100956.1588,-100956.1588,-100956.1588,
0,2506.792875,2389.625331,4896.418206,25.469503,25.216044,0,98.423314,94.766066,204.518971,0.003726,0,0,73.935378,72.472444,96.238789,98.048745,105.557644,130.172505,94.147571,127.011363,136.236818,107.532132,85.478314,-100922.9715,169.316157,102.36073,109.945642,115.79052,117.447103,126.14981,79.49188,120.419244,127.523123,118.077188,73.085495,73.771103,150.3361,-100943.7239,-100943.7239,-100943.7239,-100943.7239,-100943.7239,-100943.7239,-100943.7239,
0,2504.796097,2387.992227,4892.788325,25.448973,25.198744,0,98.424252,94.766321,204.518715,0.00371,0,0,73.587672,72.311615,96.191414,98.027578,105.347011,130.441782,94.165449,127.104495,135.888057,107.249995,85.34599,-100898.1492,169.581334,102.19653,109.953693,115.915501,117.280913,126.408579,79.382877,120.371182,128.153203,118.903697,73.101775,73.482454,150.881255,-100956.4053,-100956.4053,-100956.4053,-100956.4053,-100956.4053,-100956.4053,-100956.4053,
0,2494.520528,2376.98106,4871.501588,25.335225,25.087176,0,98.460562,94.748848,204.553831,0.003718,0,0,73.610637,72.153766,96.090198,98.00652,105.65798,130.644794,94.233062,127.088765,135.91797,107.352406,85.455448,-100890.3864,170.11855,102.135584,110.117237,116.082709,117.187074,126.731914,79.564417,120.362716,128.826767,119.888318,73.409887,73.962255,151.340732,-100945.8124,-100945.8124,-100945.8124,-100945.8124,-100945.8124,-100945.8124,-100945.8124,
0,2489.468163,2372.491904,4861.960067,25.284372,25.036126,0,98.458772,94.762742,204.570282,0.003833,0,0,73.451447,71.861823,95.88354,97.966247,105.380215,130.209216,94.094569,127.325636,136.055896,107.344357,85.36732,-100862.8887,170.469724,102.000716,110.285972,116.818298,118.341789,127.06499,79.46377,120.304201,129.15095,120.711781,73.229563,73.765112,152.128954,-100930.3302,-100930.3302,-100930.3302,-100930.3302,-100930.3302,-100930.3302,-100930.3302,
0,2488.15492,2372.255804,4860.410723,25.274315,25.029897,0.000251,98.445986,94.776891,204.556048,0.003718,0,0,73.604099,72.352481,96.488754,98.269285,105.515842,130.839079,94.336006,127.694168,136.201383,107.437154,85.662106,-100915.5132,171.552359,101.97209,110.677584,117.664819,118.423968,127.723312,79.685421,120.342699,129.769406,121.898314,73.376796,73.9011,153.342175,-100957.1373,-100957.1373,-100957.1373,-100957.1373,-100957.1373,-100957.1373,-100957.1373,
0,2487.178884,2371.685452,4858.864337,25.267595,25.021201,0,98.433542,94.787033,204.550507,0.00398,0,0,73.535463,72.311056,96.346644,98.275667,105.628929,130.976243,94.381948,127.852008,136.015152,107.562721,85.888557,-100911.7277,172.456372,102.345921,111.072379,118.333603,118.679221,127.898276,79.42608,120.32151,130.160461,122.801408,73.378425,73.675115,153.912399,-100944.0447,-100944.0447,-100944.0447,-100944.0447,-100944.0447,-100944.0447,-100944.0447,
0,2496.811868,2380.666113,4877.47798,25.365172,25.11877,0.000128,98.43465,94.776379,204.53866,0.003923,0,0,73.485009,72.265494,96.304745,98.540249,105.756345,131.242422,94.219735,128.0246,136.409036,107.317009,85.869373,-100905.3092,173.418286,102.347081,111.232682,118.69764,118.954961,127.80352,79.641217,120.376508,130.6178,123.706898,73.302918,73.98546,155.019137,-100954.5244,-100954.5244,-100954.5244,-100954.5244,-100954.5244,-100954.5244,-100954.5244,
0,2496.234518,2379.429444,4875.663963,25.356936,25.10728,0,98.443856,94.770498,204.534142,0.003833,0,0,73.607206,72.298488,96.363802,98.434542,105.767787,131.35041,94.175648,128.029548,136.187322,107.548265,85.881074,-100897.2956,174.546949,102.428524,111.564651,118.931535,119.798921,128.222569,79.784745,120.312564,131.302968,124.904322,73.667339,74.069651,156.355237,-100955.3033,-100955.3033,-100955.3033,-100955.3033,-100955.3033,-100955.3033,-100955.3033,
0,2503.301986,2385.295299,4888.597285,25.425205,25.174157,0,98.457493,94.751746,204.54616,0.003841,0,0,73.508965,72.402865,96.37678,98.149502,105.824436,131.453937,94.110785,128.255491,136.21247,107.442626,85.672196,-100879.4954,175.346201,102.393844,111.544566,119.379837,119.986918,128.117767,79.825922,120.276652,131.546391,125.806253,73.516272,74.152397,157.381983,-100970.7099,-100970.7099,-100970.7099,-100970.7099,-100970.7099,-100970.7099,-100970.7099,
0,2500.768543,2380.505714,4881.274257,25.386112,25.137334,0.000292,98.509316,94.700009,204.61682,0.003767,0,0,73.439504,72.548047,96.689811,98.322568,105.782585,132.144326,94.16522,128.425681,135.946829,107.406415,85.767897,-100898.275,176.489893,102.344236,111.719825,119.91054,120.042756,127.948421,79.592662,119.942765,132.031746,126.79842,73.538339,74.137699,158.336839,-100935.2591,-100935.2591,-100935.2591,-100935.2591,-100935.2591,-100935.2591,-100935.2591,
0,2500.17858,2376.339658,4876.518238,25.362984,25.115427,0,98.575884,94.616735,204.690718,0.004119,0,0,73.480716,72.437884,96.559337,98.618782,105.959684,132.243697,94.134042,128.64317,135.82951,107.497339,86.021947,-100911.7728,177.335579,102.478844,111.88588,120.549819,120.202128,128.074576,79.676561,120.055497,132.334238,127.804356,73.376136,74.236998,159.302875,-100942.3286,-100942.3286,-100942.3286,-100942.3286,-100942.3286,-100942.3286,-100942.3286,
0,2492.763748,2366.803385,4859.567134,25.275963,25.027692,0.000218,98.621911,94.567384,204.777487,0.003841,0,0,73.700119,72.358442,96.600783,98.603929,105.641084,132.295173,94.170356,128.67192,135.708811,107.445663,86.178725,-100898.9537,177.932219,102.460058,112.130322,121.055998,120.918265,128.173871,79.652123,120.382224,132.56697,128.862413,73.673006,74.263187,160.268719,-100954.7513,-100954.7513,-100954.7513,-100954.7513,-100954.7513,-100954.7513,-100954.7513,
0,2489.628602,2364.408808,4854.03741,25.244959,24.998901,0,98.618842,94.58051,204.755752,0.003431,0,0,73.668699,72.446966,96.942308,98.786154,105.897944,132.670493,94.334939,129.127895,135.55915,107.423381,86.280493,-100918.5298,178.860704,102.607127,112.764041,121.844863,121.634698,128.706484,79.695444,119.959048,132.952489,129.680317,73.578223,74.376137,161.430605,-100927.9279,-100927.9279,-100927.9279,-100927.9279,-100927.9279,-100927.9279,-100927.9279,
0,2487.263155,2364.842564,4852.105719,25.235935,24.989074,0.000276,98.560371,94.63506,204.702822,0.003783,0,0,73.942476,72.71452,96.762004,98.985524,105.94882,132.417355,94.337265,129.557186,135.574874,107.461053,86.357342,-100933.4384,179.558676,102.531893,113.023564,122.580985,121.86992,129.167125,79.686422,120.014341,133.388268,130.695798,73.679866,74.457046,162.328951,-100952.6084,-100952.6084,-100952.6084,-100952.6084,-100952.6084,-100952.6084,-100952.6084,
0,2484.291393,2366.036666,4850.328059,25.224871,24.97915,0,98.485791,94.720465,204.611791,0.003849,0,0,73.821447,72.389351,96.789354,98.897631,105.792712,132.805792,94.239227,129.543206,135.438706,107.292881,86.739105,-100907.1807,180.377658,102.55387,113.128647,122.92815,122.38407,130.483411,79.840339,119.975996,133.797266,132.020807,73.907152,74.775729,163.469221,-100980.7381,-100980.7381,-100980.7381,-100980.7381,-100980.7381,-100980.7381,-100980.7381,
0,2492.508426,2376.710966,4869.219391,25.318998,25.075596,0,98.444196,94.781834,204.55332,0.003619,0,0,73.500001,72.185323,96.906397,98.91969,105.668435,132.818157,94.314251,129.631687,134.998061,107.271397,86.551076,-100879.259,180.557671,102.540667,113.386961,123.229071,123.216659,131.010121,79.736029,119.950394,133.974502,132.899862,73.750892,74.820996,164.520755,-100952.953,-100952.953,-100952.953,-100952.953,-100952.953,-100952.953,-100952.953,
0,2492.123978,2375.385153,4867.509131,25.313646,25.063974,0.000317,98.449822,94.772885,204.559201,0.003652,0,0,73.725384,72.448293,96.9987,99.033453,105.830329,133.023721,94.118772,129.938822,135.146436,107.415512,86.717317,-100897.4747,181.225673,102.896521,114.062648,124.119382,122.851617,130.781058,79.882062,120.059799,134.354594,133.982234,73.99377,75.027684,165.575439,-100957.0826,-100957.0826,-100957.0826,-100957.0826,-100957.0826,-100957.0826,-100957.0826,
0,2495.331028,2377.246169,4872.577198,25.341856,25.091848,7.90E-05,98.466784,94.741774,204.572157,0.003816,0,0,73.890348,72.190223,96.904321,98.901967,105.656023,133.284476,94.170157,129.947882,135.043152,107.315466,86.758558,-100891.272,182.2343,102.529811,114.22221,124.772022,123.763767,130.96691,79.796947,119.765876,134.699589,134.881402,74.062939,75.165233,166.315534,-100958.6189,-100958.6189,-100958.6189,-100958.6189,-100958.6189,-100958.6189,-100958.6189,
0,2493.469223,2372.568139,4866.037362,25.308336,25.058319,0.000317,98.523635,94.681854,204.634804,0.003841,0,0,73.562361,72.329303,96.84321,99.063317,105.740492,133.313115,94.163328,130.233035,135.165508,107.311521,87.123099,-100890.4885,182.713371,102.823573,114.563488,125.13596,124.613982,131.405542,79.789574,120.022752,134.857867,136.017829,74.244219,75.155758,167.236883,-100944.1282,-100944.1282,-100944.1282,-100944.1282,-100944.1282,-100944.1282,-100944.1282,
0,2488.596405,2365.619505,4854.21591,25.243656,24.997172,0,98.583044,94.635486,204.702992,0.003521,0,0,73.643353,72.104588,96.86132,99.098234,105.54373,133.38503,94.170196,130.498305,135.330651,107.270974,86.872523,-100885.3107,183.042067,102.854747,114.796577,125.607709,124.616882,131.777916,79.668324,119.727618,135.247802,136.93972,74.041242,75.12088,168.176598,-100931.9584,-100931.9584,-100931.9584,-100931.9584,-100931.9584,-100931.9584,-100931.9584,
0,2486.83931,2361.135553,4847.974864,25.214627,24.965463,0,98.626854,94.576078,204.758309,0.003874,0,0,73.573176,72.638427,97.06369,99.395965,105.800699,133.594207,94.200114,130.893018,135.395136,107.527452,87.17645,-100899.8978,183.667567,102.969074,115.212565,126.514715,124.882535,131.974975,79.783164,119.95467,135.478092,137.952883,74.023047,75.210351,169.030244,-100944.1611,-100944.1611,-100944.1611,-100944.1611,-100944.1611,-100944.1611,-100944.1611,
0,2486.474748,2360.014453,4846.489201,25.205136,24.95939,0,98.649527,94.554172,204.785755,0.003669,0,0,73.636798,72.491147,97.203221,99.459731,105.560514,133.548592,94.398588,131.192574,135.383941,107.588258,87.494432,-100934.0549,183.924621,103.173989,115.707877,126.931267,125.440511,132.429722,80.024276,120.093033,135.828229,138.919602,74.18693,75.317928,169.803784,-100959.8725,-100959.8725,-100959.8725,-100959.8725,-100959.8725,-100959.8725,-100959.8725,
0,2485.066273,2359.547066,4844.613339,25.196998,24.951883,0,98.625491,94.563889,204.775527,0.003775,0,0,73.841731,72.503174,97.403872,99.466176,105.760893,133.557122,94.578098,131.25692,135.337288,107.487325,87.542433,-100922.381,184.559131,103.307412,116.050177,127.62541,125.58277,132.741547,79.794984,120.116536,136.033708,139.762886,74.374754,75.518283,170.740244,-100942.2126,-100942.2126,-100942.2126,-100942.2126,-100942.2126,-100942.2126,-100942.2126,
0,2483.505595,2360.100449,4843.606044,25.189925,24.944334,0,98.591226,94.614689,204.729074,0.003718,0,0,73.889913,72.436831,97.559695,99.370975,105.831243,133.422857,94.44486,131.517499,135.133431,107.450216,87.67847,-100934.7326,185.323485,103.159098,116.438239,128.121424,125.900897,133.070813,79.868943,120.159783,136.209606,140.928592,74.462391,75.699369,171.359744,-100970.1727,-100970.1727,-100970.1727,-100970.1727,-100970.1727,-100970.1727,-100970.1727,
0,2491.454565,2370.609938,4862.064503,25.28524,25.039306,0,98.533949,94.675547,204.66762,0.003775,0,0,73.774347,72.335137,97.25547,99.36906,105.69672,133.530404,94.403003,131.780555,135.407838,107.482107,87.6058,-100899.9791,185.434834,103.189544,116.59931,128.597977,125.479252,133.114559,79.740605,120.099063,136.52297,141.654075,74.208144,75.740637,172.033104,-100951.5611,-100951.5611,-100951.5611,-100951.5611,-100951.5611,-100951.5611,-100951.5611,
0,2489.495486,2371.360683,4860.856168,25.279331,25.031708,0,98.479484,94.734273,204.626451,0.003833,0,0,73.838273,72.41448,97.388044,99.563883,105.783047,133.492428,94.583594,131.804467,134.954746,107.482009,87.636594,-100911.1962,186.052555,103.274515,117.068612,129.050027,126.468142,133.642672,80.223752,120.430739,137.00569,142.800591,74.936205,76.067034,173.013686,-101010.2584,-101010.2584,-101010.2584,-101010.2584,-101010.2584,-101010.2584,-101010.2584,
